"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"789400","occ","","","85343","n. gen. Ahytherium n. sp. aureum","species","137590","","Ahytherium aureum","","species","137590","Lujanian","","0.781","0.012","Cartelle et al.","2008","28790","Chordata","Mammalia","Xenarthra","Megalonychidae","Ahytherium","","","","","-43.716667","-10.250000","Poço Azul Cave","","","BR","Bahia","","based on nearby landmark","minutes","small collection","""Poço Azul, municipality of Nova Redenção"" (coordinate based on Redenção)","gp_mid","-43.72","-10.25","201","BR","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Museu de Ciências Naturais da Pontifícia Universidade Católica de Minas Gerais collection","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"789401","occ","","","85344","cf. Ahytherium aureum","species","137590","","Ahytherium aureum","","species","137590","Quaternary","","2.588","0","Cartelle et al.","2008","28790","Chordata","Mammalia","Xenarthra","Megalonychidae","Ahytherium","","","","","-48.583332","-24.583332","Iporanga","","","BR","São Paulo","","based on nearby landmark","minutes","small collection","coordinate based on Iporanga","gp_mid","-48.38","-24.57","201","BR","","","","","","","","","","","","","age not discussed but presumably Quaternary based on age of Ahytherium aureum type specimen","","not reported","","","","","","","","","","cave","","""limestone cave""","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","survey of museum collection","","","","","","","Museu de Zoología do São Paulo collection","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"799821","occ","","","87059","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Pleistocene","","2.588","0.0117","Leidy","1870","29294","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-90.425835","42.417500","Galena (Snyder Collection)","","","US","Illinois","Jo Daviess","estimated from map","seconds","local area","","gp_mid","-89.98","42.62","101","US","","","","","","","","","","","","","","all Galena-area Pleistocene collections apparently come from ""loose or more or less compact matrix of brown ferruginous sand"" within ""lead-bearing crevices"" devloped in a ""cliff limestone"" (Leidy 1860)","sandstone","ferruginous,brown","poorly lithified","","","","","","","","karst indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","","","","Mr. Snyder","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"838755","occ","","","93103","Megalonyx cf. brachycephalus","species","48015","subjective synonym of","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Slaughter","1966","3185","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-96.707497","32.714722","Moore Pit","","Wood Pit; Elam Pit; Milton Pit; Pemberton Hill","US","Texas","Dallas","estimated from map","seconds","outcrop","","gp_mid","-96.71","32.71","101","US","","Shuler","","","member","","","","","","","","from the ""second alluvial terrace"" in the ""Lower Shuler""\n""in excess of 37,000 year in age"" and ""falls within an old valley fill believed to have formed between 50,000 and 25,000 B.P.""; also called ""early Rancholabrean"" meaning ""Illinoian to the beginning of the classic Wisconsin"" but the latter is consider to start ""by about 28,000 B.P.""","sand is ""cross-bedded, and in some places fills of small feeder creeks that crossed the ancient floodplain are in evidence... most of the material"" comes from ""the larger of these""","gravel","""cross stratification""","unlithified","","","","","","","","""channel""","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying,field collection","","","","","B. H. Slaughter, B. R. Hoover, R. Pickerel, R. Ritchie, F. Schneider","1962","Southern Methodist University collection","originally described by Slaughter et al. (1962) with individual pits discussed separately","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"839007","occ","","","79919","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Kohn et al.","2005","31468","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.448059","33.214443","Camelot","","Giant Portland Cement Quarry, Pleistocene","US","South Carolina","Dorchester","based on nearby landmark","seconds","small collection","two miles NNE of Harleyville","gp_mid","-80.04","33.37","109","US","","","","","","","","","","","","","said to be Wisconsinan by Sanders, but ""late Irvingtonian (ca. 400 ka)"" by Kohn et al.","""fluvial gravel deposits overlying Eocene limestone"" (Kohn et al. 2005)","gravel","","","","","","","","","","fluvial indet.","","fissure fill based on Sanders (2002) but fluvial based on Kohn et al. (2002)","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","general faunal/floral","selective quarrying,field collection","","some macrofossils,some microfossils","","","M. J. Kohn, V. McCollum","","","there is a small chance that Sanders' Canis dirus is from a different stratum than Kohn et al.'s Irvingtonian fauna, but both are from the Giant (Portland) Cement Quarry","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"840448","occ","","","93208","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Mills","1975","31502","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-84.683334","40.200001","Darke County Megalonyx Site","","","US","Ohio","Darke","stated in text","minutes","small collection","""two miles southwest of the Bloomer end moraine and fives miles northeast of the Union City end moraine... at 40º 12' north latitude, 84º 41' west longitude, in the S.W. 1/4 section 20, Brown Township"" on the property of Lowell Carter","gp_mid","-84.68","40.20","101","US","","","","","group of beds","","","","","","","","""A date of 12,190 +/- 215 years B. P. was determined"" for a ""wood fragment (Picea)""","""dredged up chunks of marl""","marl","","poorly lithified","","","","","","","","mire/swamp","","from ""one of the kettle bogs"" on the property","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","bulk,salvage,selective quarrying,sieve,field collection","","","","","L. Carter, R. S. Mills","1966, 1973","Dayton Museum of Natural History collection\r\nafter the initial discovery ""Museum personnel and volunteers dug through dredged up marl using hand tools"" and a ""3783 c.c. sample of marl was analyzed for mollusc shells""","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"840465","occ","","","93209","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Schubert et al.","2004","31503","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-89.662781","41.544998","Lang Farm Site","","","US","Illinois","Bureau","stated in text","seconds","small collection","""latitude N 41º 32.697', longitude W 89º 39.768', elevation 198 m""","gp_mid","-89.66","41.54","101","US","","","","","group of beds","","","","","","","","""the sedimentary sequence was a lower blue clay (marl) with an upper peat color"" with Cervalces apparently coming from the peat and Megalonyx from the clay, but most other specimens of unknown provenance\nbest AMS 14C dates of on ""highly purified bone collagen"" are ""11,405 +/- 50 14C yr B.P."" (Cervalces) and ""11,430 +/- 60 14 C yr B.P.... and 11,485 +/- 40"" (Meglonyx)","","claystone","blue","","","Y","peat","","","","Y","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","salvage,survey of museum collection","","","","","D. Lang, W. Luzardi, A. Fuhrmann","1989, 1990","Illinois State Museum collection\r\nspecimens recovered ""while dredging a pond""","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"841191","occ","","","74235","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Furlong","1904","31524","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-122.233330","40.916668","Samwel Cave No. I","","Samwell Cave","US","California","Shasta","based on nearby landmark","minutes","outcrop","""on the east bank of the McCould River and about sixteen miles above its mouth"" (coordinate based on Samwell Cave) with the main fossiliferous deposit being found in ""a vertical fissure about thirty feet high"" that ""extends twenty feet"" and ""slopes down to the floor of the main chamber""","gp_mid","-122.23","40.92","101","US","FED","","","","group of beds","","","","","","","","the main deposit was ""excavated to a depth of four feet, and is seen to be composed of several strata""\nsaid to be Wisconsinan by Kurten and Anderson (1980)","""clay and stalagmite containing many bones""","claystone","shelly/skeletal","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","autochthonous","time-averaged","","","","","","frequent","","","fossils include ""limb bones, vertebrae, teeth, jaws, and a large number of splintered bones"" plus a ""distinctly chipped fragment of black lava"" also called ""flint"" that might be an artifact","taxonomic","selective quarrying,field collection","UCMP","","","","","1903","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"841209","occ","","","93250","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Furlong","1904","31524","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-122.233330","40.916668","Samwel Cave No. II","","Samwell Cave","US","California","Shasta","based on nearby landmark","minutes","outcrop","""on the east bank of the McCould River and about sixteen miles above its mouth"" (coordinate based on Samwell Cave) from a ""large cavern"" on a lower level than Samwel Cave No. I that was accessed through a ""chimney"" that contained the skeleton of a ""Wintun maiden"" who according to an ""Indian legend... had fallen into a very deep well in the cave while searching for water""","gp_mid","-122.23","40.92","101","US","FED","","","","group of beds","","","","","","","","the main deposit was ""excavated, in places, to a depth of four feet, and in that thicknes shows six distinctly separated layers of clay, breccia and stalagmite""\nsaid to be Wisconsinan by Kurten and Anderson (1980)","""an accumulation of mud, stalagmite and gravel""","breccia","","","muddy","","","","","","","terrestrial indet.","","","macrofossils","","","","","tooth marks","","","body","","autochthonous","time-averaged","","","","","","frequent","","","""remains were very abundant over the floor and through all the strata excavated. In many instances whole skeletons of carnivores and rodents were found. There are many complete skulls and numerous disassociated limb bones"" with ""stalagmite encrusting some of the specimens"" and ""Among the fragments are numerous split bones. Some specimens show scoring of rodents' teeth and others bear marks made by the gnawing of large carnivores"" indicating that ""these animals have lived in the caves""","taxonomic","selective quarrying,field collection","UCMP","","","","","1903","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"841319","occ","","","93266","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","McDonald et al.","2001","3869","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-111.916664","40.458332","Point-of-the-Mountain","","BYU locality number 802; Geneva Rock Products Company Quarry; PM","US","Utah","Salt Lake","stated in text","seconds","small collection","""SW1/4, NE1/4, Sec. 23, T4S, R1W... at 111º55'W longitude, 40º27'30""N latitude""","gp_mid","-111.92","40.46","101","US","FED","","","","bed","","","","","","","","site is ""bracked between approximately 22 and 13 ka based on lake level ages previously derived""","stratum yielding the sloth (but not necessarily other taxa) is ""an oxidized [= ferruginous], poorly sorted, sandy siltstone bed""","siltstone","ferruginous","","sandy","","","","","","","lacustrine - large","","""either a deeper water hemipelagic deposit that developed slightly basin-ward of the prograding spit, or possibly a paleosol"" at the margin of Lake Bonneville","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying,survey of museum collection","","","","","J. Miller, R. Trotter","1996","Brigham Young University collection\r\nsloth was found ""approximately 10 m below the present land surface"" during commercial quarrying","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
